OTU.ID Sample.1 Sample.10 Sample.11 Sample.12 Sample.13 Sample.14 Sample.15 Sample.16 Sample.17 Sample.18 Sample.19 Sample.2 Sample.20 Sample.21 Sample.22 Sample.23 Sample.24 Sample.25 Sample.26 Sample.27 Sample.3 Sample.4 Sample.5 Sample.6 Sample.7 Sample.8 Sample.9 V11 V14 V23 V25 V26 V28
16 0f0e7ec836b88594d52659b725aa279d 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 Chordata Actinopteri Anguilla 1 Anguilla_rostrata 1
17 0f5dc9513e91e5cf64295e76f280922c 453 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Mollusca Gastropoda Haminoea 1 Haminoea_solitaria 1
18 10fcd9ed923955d7b43a32fb39fdcf0c 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 150 0 0 0 0 0 0 0 0 0 0 0 Chordata Mammalia Homo 1 Homo_sapiens 1
19 1354aeed8d6defad55a782af0caff0ba 0 0 0 0 0 0 0 0 0 0 0 0 251 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Chordata Actinopteri Anguilla 1 Anguilla_rostrata 1
20 14a21d6b619748d4887b9d89f3a5c3b5 0 0 0 0 0 0 0 0 0 0 0 0 132 0 22 0 0 0 0 0 0 0 0 0 5 0 0 Chordata Actinopteri Salvelinus 1 Salvelinus_fontinalis 1
21 15adad84d9c04351cf03301c9c000729 0 0 0 0 0 0 0 0 0 0 0 0 90 12 0 0 0 0 0 0 0 0 0 0 0 0 0 Arthropoda Malacostraca Crangon 1 Crangon_septemspinosa 1
22 1651508853552973111618727682f4a2 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Arthropoda Branchiopoda Acroperus 1 Acroperus_harpae 1
23 174024c20a9c7dc46d38509e0ed277d3 0 0 222 0 0 0 587 0 0 0 332 0 0 0 0 0 0 0 12 2315 0 91 45 0 0 0 0 Chordata Mammalia Homo 1 Homo_sapiens 1
24 1761c7756e83807b1411de4fccd713ec 0 0 0 0 0 0 0 0 0 0 0 0 151 22 38 0 4 0 0 0 0 0 0 0 0 0 0 Chordata Mammalia Castor 1 Castor_canadensis 1
25 18a2e110004e455b097f83f0c05922c6 0 0 0 3 0 0 0 3 0 0 0 0 0 3 2 1845 0 0 0 0 0 0 0 12 16 0 0 Chordata Mammalia Homo 1 Homo_sapiens 1
26 18de0688858f1258a1913031d56a022b 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 Mollusca Gastropoda Littorina 1 Littorina_saxatilis 1
27 18e63fc5617236a5b4350934665d427d 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 85 0 Mollusca Gastropoda Elysia 1 Elysia_serca 1
28 193185a98658f4e1ded891229d993d6a 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 Arthropoda Malacostraca Trichoniscus 1 Trichoniscus_pusillus 1
29 1cd0d8df487ce92fdf27a3c7951b8dd4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 113 189 54 0 0 Cnidaria Hydrozoa Gonothyraea 1 Gonothyraea_loveni 1
30 1d69faa942eab475c3ac3df18bee637f 0 0 0 0 0 0 0 0 7 2 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 Arthropoda Malacostraca Dyspanopeus 1 Dyspanopeus_sayi 1
31 1de98d4d0ce5f76f91640d73364eb240 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 Chordata Mammalia Halichoerus 1 Halichoerus_grypus 1
32 1ef041da6c5cf5f71827a893f0736862 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42 0 0 0 Annelida Polychaeta Pherusa 1 Pherusa_affinis 1
33 1f8d2d5ae1a48aff34f09e220efe9245 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 90 0 Mollusca Gastropoda Ecrobia 1 Ecrobia_truncata 1
34 2088554b21ef7df7e3912404e76683e9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 Cnidaria Hydrozoa Melicertum 1 Melicertum_octocostatum 1
35 211ae20e06935aa194815911e506d04d 4 28 0 0 0 0 0 0 5 0 0 4 33 0 6 0 0 0 0 0 0 0 0 0 0 10 16 Chordata Actinopteri Morone 1 Morone_saxatilis 1
36 229a44e28b1d1ef9427a98cbdd6324c5 0 0 0 0 0 0 0 0 0 0 0 0 82 0 18 0 0 0 0 0 0 0 0 0 0 0 0 Arthropoda Malacostraca Mysis 1 Mysis_gaspensis 1
37 24ac3527b7a1523f3f8977271e511467 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 Annelida Polychaeta Dinophilus 1 Dinophilus_gardineri 1
38 2510bcb80bb722af9be0bb456920d9c4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1443 0 0 0 0 0 0 0 0 0 Mollusca Bivalvia Mulinia 1 Mulinia_lateralis 1
39 2682ac2971522cd2320f69678baea388 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Cnidaria Anthozoa Metridium 1 Metridium_senile 1
40 26b60532506e0021cb893d96795ba54c 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 Mollusca Gastropoda Melampus 1 Melampus_bidentatus 1
41 272118f85c5444e6cfb7a289581c7f04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 Arthropoda Malacostraca Cancer 1 Cancer_irroratus 1
42 28de205f073d5145ce227da23506954b 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34 0 0 0 Annelida Polychaeta Parasabella 1 Parasabella_microphthalma 1
43 29bf2805e918924158df28989324f2c1 0 0 0 0 0 0 0 0 0 0 0 0 292 6 15 0 6 0 0 0 0 0 0 0 0 0 0 Chordata Actinopteri Salmo 1 Salmo_trutta 1
44 2af4c71b0f3930146d7026ccfa78cc7a 0 0 0 0 0 0 0 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Mollusca Gastropoda Deroceras 1 Deroceras_laeve 1
45 2b1a1761b6a53461f524978356721320 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 6 Cnidaria Hydrozoa Protohydra 0.91 Protohydra_leuckarti 0.91
46 2c1d01e03754e74317153b5d826815fe 0 0 0 0 7 110 0 0 0 23 0 0 73 0 23 0 18 30 37 0 0 0 0 0 0 0 0 Annelida Polychaeta Alitta 1 Alitta_succinea 1
47 2c434cd04e6c62881ae80c9b5076baa3 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Cnidaria Staurozoa Haliclystus 1 Haliclystus_tenuis 1
48 2d2ad9761b0e0bc64d36117317146cd8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 Mollusca Gastropoda Haminoea 1 Haminoea_solitaria 1
49 2d2c1ce01c3648811934c492e589c78e 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Echinodermata Asteroidea Asterias 1 Asterias_forbesi 1
50 2dec3ddb9565c0dbf06bb3030db5e213 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 Arthropoda Malacostraca Gammarus 1 Gammarus_mucronatus 1
51 2e25654b6b92a1244804f055a35036e7 5 0 0 0 0 0 0 0 0 0 0 2 111 5 29 0 0 0 0 0 7 0 0 0 0 0 0 Mollusca Gastropoda Arion 1 Arion_subfuscus 1
52 305d43f8c34c507c9e9178daecdfd9e8 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Cnidaria Hydrozoa Gonothyraea 1 Gonothyraea_loveni 1
53 32250a3d7a8a5cbfd4015c3f0e94e8df 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 4 6 4 0 0 Cnidaria Hydrozoa Bougainvillia 1 Bougainvillia_muscus 1
54 3333508bfcc69b829bce8ae58e984b6e 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 8 14 0 0 0 Cnidaria Hydrozoa Protohydra 0.91 Protohydra_leuckarti 0.91
55 33a076cd9f8d2371f91ed93a780c132a 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 Arthropoda Malacostraca Jassa 1 Jassa_marmorata 1
56 351fc54566540801f45c1ebd5062774e 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 736 62 0 0 0 Mollusca Gastropoda Littorina 1 Littorina_littorea 1
57 3718518813f647d4dea53a9cd92db867 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 Annelida Polychaeta Pseudopotamilla 1 Pseudopotamilla_reniformis 1
58 377fb6c41db75c63d622dac26d8183eb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 Chordata Actinopteri Tautogolabrus 1 Tautogolabrus_adspersus 1
59 37db9583b304b282d13104ad810845c1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 Cnidaria Hydrozoa Obelia 1 Obelia_longissima 1
60 38e3c81aae3988889410a1458b76d055 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 Arthropoda Malacostraca Idotea 1 Idotea_baltica 1
61 392d41d5f3d336911dd3fd1bf5e37683 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Cnidaria Hydrozoa Gonothyraea 0.99 Gonothyraea_loveni 0.99
62 39561e5631355501919a9918bfcbe355 0 0 0 0 0 0 0 30 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Chordata Actinopteri Osmerus 1 Osmerus_mordax 1
63 39d69a75c461ba1c258b278edcba520e 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 240 0 0 0 0 Mollusca Gastropoda Littorina 1 Littorina_littorea 1
64 3a0c7745d8d027b2191c198d28ff664c 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 Arthropoda Malacostraca Pagurus 1 Pagurus_longicarpus 1
65 3c9bfe2f0a3aba2859bf53c6a3510fca 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 Annelida Polychaeta Capitella 1 Capitella_teleta 1
66 3ea0813107748f27984b4df96b011515 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 Arthropoda Thecostraca Balanus 1 Balanus_crenatus 0.98
67 3fe7523d84665949ebbe27814733950b 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 119 259 0 0 0 Annelida Polychaeta Pherusa 1 Pherusa_affinis 1
68 40da2fe1338cddd045bf6c1807933e0c 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 Chordata Actinopteri Anguilla 1 Anguilla_rostrata 1
69 413cd625bf53993d167f0938a5dd44df 0 0 0 0 0 0 0 0 0 80 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Chordata Mammalia Felis 1 Felis_silvestris 1
70 4169097791ebe3340bf345f49e5ae0cf 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Mollusca Gastropoda Crepidula 1 Crepidula_fornicata 1
71 426794ff2a2d08dec91b56194d857d54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 Arthropoda Malacostraca Leptocheirus 1 Leptocheirus_pinguis 1
72 42a56033ef5c2ebde87e37770a3234ca 0 0 0 0 0 0 0 0 0 0 0 0 286 12 64 0 0 0 0 0 0 0 0 0 0 0 0 Annelida Polychaeta Hediste 1 Hediste_diversicolor 0.91
73 4324ff4f650891231b2a9117ba536e88 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 14 0 0 0 Chordata Actinopteri Pungitius 1 Pungitius_pungitius 1
74 463dbf689a7932ed9405661e640c0806 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 Mollusca Gastropoda Littorina 1 Littorina_littorea 1
75 4670e9b1a6fad0557aa8f4a353dc01c1 0 0 0 0 0 0 0 0 0 0 0 190 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 Mollusca Gastropoda Spurwinkia 1 Spurwinkia_salsa 1
76 47a871b3fbe49bcb3dd67ca0fe026af7 0 0 0 0 0 0 0 0 0 0 0 0 942 103 205 0 0 0 0 0 0 0 0 0 0 0 0 Annelida Polychaeta Marenzelleria 1 Marenzelleria_viridis 1
77 4b4068d1ca42769f06ae83869c3a64ad 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 374 132 203 0 0 Annelida Polychaeta Nicolea 1 Nicolea_zostericola 1
78 4ba6621af5e0c1c464b0729a9dc7cc7b 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Mollusca Gastropoda Arion 1 Arion_intermedius 1
79 4c0171468a47ca6fc03b6e41172d221b 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 Arthropoda Branchiopoda Evadne 1 Evadne_nordmanni 1
80 4e1d4ed243aba18ce45fa4f85e056e2b 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37 15 Mollusca Gastropoda Bittiolum 1 Bittiolum_varium 1
81 528200acf4a160bf426378f5c1370349 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 523 0 0 0 Annelida Polychaeta Polydora_segmented_worms 1 Polydora_cornuta 1
82 52d98ed15569fb3c7ad4570faf68e767 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 Mollusca Bivalvia Ameritella 1 Ameritella_agilis 1
83 5342b565396730f8cdacef6d363d71dd 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 Mollusca Gastropoda Crepidula 1 Crepidula_plana 1
84 54e0828d525c79c0fc298de2190d9546 0 0 0 0 0 0 0 0 0 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Annelida Polychaeta Polydora_segmented_worms 1 Polydora_cornuta 1
85 551126354b182d6da9ff52ec72ac5318 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 Annelida Polychaeta Polydora_segmented_worms 1 Polydora_cornuta 1
86 5519a74a4e471c16f9fcfe4bb36a988e 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 28 0 0 0 Annelida Polychaeta Polycirrus 1 Polycirrus_eximius 1
87 555dab262e7facbbe3c0b7f3a6937776 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 Chordata Actinopteri Syngnathus 1 Syngnathus_fuscus 1
88 55d9b393994070dc222c9e3a64b00d5f 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 Arthropoda Malacostraca Pagurus 1 Pagurus_longicarpus 1
89 55fc634897b2b0eef1b2f407ff28f02f 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 Cnidaria Hydrozoa Hydra 1 Hydra_vulgaris 1
90 569ad1aaed38ef7f1b3fd283105bbc46 0 0 0 0 0 0 0 0 0 0 0 0 7 2 0 0 0 0 0 0 0 0 5 0 0 0 0 Chordata Mammalia Condylura 1 Condylura_cristata 1
91 572ec28853b0cd9c0b4a36ef85bb8d61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 Arthropoda Malacostraca Monocorophium 1 Monocorophium_insidiosum 1
92 584d8cc56a521803f7b86d67f06527ac 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 Chordata Actinopteri Menidia 1 Menidia_menidia 1
93 58f69ecb2fccae5dbba2f5d2944027c9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 49 0 0 0 0 0 0 0 0 0 0 0 Mollusca Gastropoda Ancylus 1 Ancylus_fluviatilis 1
94 5972ececbbd0063ae2a956f314bf72f9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 257 0 0 0 0 0 Mollusca Gastropoda Haminoea 1 Haminoea_solitaria 1
95 59d388f73a48dfbf1177206569936cbc 0 0 0 0 0 0 0 0 0 0 0 0 125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Annelida Polychaeta Marenzelleria 1 Marenzelleria_viridis 1
96 5aa9c46bc2b5fa7911d858eee0a641cb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 Annelida Polychaeta Ninoe 1 Ninoe_nigripes 1
97 5b036094f1231ca03ca87e6a90fc852c 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 Annelida Polychaeta Parasabella 1 Parasabella_microphthalma 1
98 5b56d1b5b29a71bf2fc59832ec67d998 0 0 0 0 0 0 0 0 0 31 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 Mollusca Bivalvia Mytilus 1 Mytilus_trossulus 1
99 5c3788447b2f7ce3b5ae7e352f804325 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 Mollusca Gastropoda Bittiolum 1 Bittiolum_varium 1
100 5cb3c4fbbf6eb46a66713f9a00191faa 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 Arthropoda Malacostraca Pagurus 1 Pagurus_acadianus 1
101 5d3b2f895b799d42789df5e5d1135a29 0 0 0 0 0 0 0 0 0 0 0 0 24 0 6 0 0 0 0 0 0 0 0 0 0 0 0 Arthropoda Malacostraca Jaera 1 Jaera_albifrons 1
102 5d79d4c38efddae96b834ea0a4adcb24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 679 0 0 0 0 0 0 0 0 0 Mollusca Gastropoda Ercolania 1 Ercolania_fuscata 1
103 5f6a711390bdfec9234fdb53b391ca50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 Annelida Polychaeta Dinophilus 1 Dinophilus_gardineri 1
104 5fd59ba571fb2dc3aaa803ffae38c6c8 0 13 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 12 0 0 0 5 Arthropoda Malacostraca Crangon 1 Crangon_septemspinosa 1
105 60d416a532350bfb0c2c42a8b285ede2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 302 191 38 0 0 Annelida Polychaeta Nicolea 1 Nicolea_zostericola 1
106 6121eaac0164a72ab99c25d58150e48e 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 Arthropoda Malacostraca Orchestia 1 Orchestia_grillus 1
107 61c73c811fcf98e076b0c1c35922b68c 0 0 0 0 0 0 0 0 0 2150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Arthropoda Branchiopoda Pleopis 1 Pleopis_polyphemoides 1
108 643628d095697f852e289a187a2ee81d 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 Cnidaria Hydrozoa Calycella 1 Calycella_syringa 1
109 66b43c76ddbc5e63df9585357ba4dd85 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 Chordata Actinopteri Tautogolabrus 1 Tautogolabrus_adspersus 1
110 697af2f60c0753be8637d1c6d0be660c 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 141 9 Mollusca Gastropoda Melampus 1 Melampus_bidentatus 1
111 6a479fcd5fdf02fe8ebacdbb52d8dd5b 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 36 0 0 0 0 0 0 0 0 0 0 Chordata Actinopteri Menidia 1 Menidia_menidia 1
112 6b70ab737cfe367d8486fbb9f793d3c0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 108 Mollusca Gastropoda Melampus 1 Melampus_bidentatus 1
113 6ba831030f77804fe5f00eb8d021691a 0 30 0 0 0 3 0 0 0 0 0 0 142 0 35 0 0 0 0 0 0 0 28 27 19 0 8 Arthropoda Malacostraca Carcinus 1 Carcinus_maenas 1
114 6c0200ff3c384cd90c3d11ecc6b197a0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 968 814 0 0 0 0 0 0 0 0 Mollusca Gastropoda Spurwinkia 1 Spurwinkia_salsa 1
115 6d52d9324790504d73b8e8bdaf9256ea 0 0 0 0 0 0 0 0 0 0 0 0 0 19 47 0 0 0 0 0 0 0 0 0 0 0 0 Chordata Actinopteri Anguilla 1 Anguilla_rostrata 1
116 6dcfd9e7dfdf5e6dbd8381ee671e12e1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 258 0 0 0 0 0 0 Mollusca Gastropoda Tenellia 1 Tenellia_adspersa 1
117 6deae5dcb2e7586d3111898c5223c759 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 Mollusca Cephalopoda Doryteuthis 1 Doryteuthis_pealeii 1
118 6e035f830228d263ef49634e489eea26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 Annelida Polychaeta Polydora_segmented_worms 1 Polydora_cornuta 1
119 70459e69a39919418d3b1fbcfa41db20 0 0 0 0 0 0 0 9 0 0 0 0 57 0 15 0 0 0 0 0 0 0 0 0 0 0 0 Chordata Actinopteri Pseudopleuronectes 1 Pseudopleuronectes_americanus 1
120 7121d5fb64fab1154eebe56650a1ad5a 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 Annelida Polychaeta Pherusa 1 Pherusa_affinis 1
121 7174edf9dd027c37417ecda995ebb5f3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 Mollusca Gastropoda Ercolania 0.96 Ercolania_fuscata 0.96
122 71e74c9c388e8e52e723928f4d862888 1980 0 0 0 0 0 0 0 0 0 0 408 0 0 0 0 0 0 0 0 420 0 0 0 0 0 3 Mollusca Gastropoda Haminoea 1 Haminoea_solitaria 1
123 7317f2efa1adb2c77835394928874e3b 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Mollusca Bivalvia Mytilus 1 Mytilus_edulis 1
