,X.OTU.ID,Phylum,Class,Species,Probability,X637_ENEG_CO1,X638_ENEG_CO1,X639_ENEG_CO1,X640_ENEG_CO1,X641_ENEG_CO1,X642_ENEG_CO1,CAB_01_CO1,CAB_02_CO1,CAB_03_CO1,CAB_FC_CO1,CON_01_CO1,CON_02_CO1,CON_03_CO1,CON_FC_CO1,CON_LC_CO1,FAI_01_CO1,FAI_02_CO1,FAI_03_CO1,FAI_FC_CO1,FRK_01_CO1,FRK_02_CO1,FRK_03_CO1,FRK_FC_CO1,MOS_01_CO1,MOS_02_CO1,MOS_03_CO1,MOS_FC_CO1,PLS_01_CO1,PLS_02_CO1,PLS_03_CO1,PLS_FC_CO1,RSE_01_CO1,RSE_02_CO1,RSE_03_CO1,RSE_FC_CO1,TAE_01_CO1,TAE_02_CO1,TAE_03_CO1,TAE_FC_CO1,TAW_01_CO1,TAW_02_CO1,TAW_03_CO1,TAW_FC_CO1,WRK02_01_CO1,WRK02_02_CO1,WRK02_03_CO1,WRK02_FC_CO1
11,034ce2e4f909b8d944184e34bc9b7138,Arthropoda,Hexanauplia,Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0
12,03849365179938d9b4cbe40a06ef84d6,Rhodophyta,Florideophyceae,Acrochaetium_moniliforme,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
13,039e499f9b63db18a9c463eb27268411,Arthropoda,Hexanauplia,Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,03a876166183ec3f66609faf0d063faa,Arthropoda,Hexanauplia,Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,03e4893c5c2239c75b0e9152b14a6bf9,Arthropoda,Hexanauplia,Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,04328f04f217d0ee2c17c9c3d021f303,Echinodermata,Asteroidea,Asterias_rubens,1,0,0,0,0,0,0,0,0,19,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2525,0,0,0,0,0,0,0,0,0,0
17,052420d200171e04b6dbc5909abd521f,Arthropoda,Hexanauplia,Eurytemora_herdmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0587bded8ed1debe75ca2ce36a727c0a,Arthropoda,Thecostraca,Balanus_crenatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,06116ab678c4eeec2025c097ff0856b7,Arthropoda,Hexanauplia,Calanus_pacificus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,06568590e930840eefa0096d334cebbc,Annelida,Polychaeta,Pseudopolydora_paucibranchiata,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
21,06eba1734d71473ce3979239a13508a7,Chordata,Actinopteri,Tautogolabrus_adspersus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0
22,071a01bf73827eb117e02de25af1fef0,Arthropoda,Hexanauplia,Calanus_pacificus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0729704ae31558e10887c001a7d6bc43,Mollusca,Bivalvia,Mytilus_trossulus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1101,0,220,0
24,07aa9afa43194aec511a335387f1b57b,Mollusca,Gastropoda,Melampus_bidentatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,07bed36549fea68531eb31391479ed1a,Echinodermata,Asteroidea,Asterias_rubens,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,07fc0368b96c2ead2977b594a5a0bbb5,Echinodermata,Echinoidea,Dendraster_excentricus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0829bb2422a0834aa62f5073c0f84a2f,Arthropoda,Thecostraca,Chthamalus_dalli,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,084dba9c6613d61275e1c012a1a29020,Annelida,Polychaeta,Pista_wui,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,08541cc6f15da600af12c6c44bc201ac,Arthropoda,Hexanauplia,Eurytemora_herdmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
30,08cb598fe9ecd8b33e7434f6d87d10ee,Chordata,Actinopteri,Scomber_scombrus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,45,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,19,0,0,0,0,0
31,08f80b7a38dd5bb4c6bb06e86bde45a0,Mollusca,Bivalvia,Macoma_nasuta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,09002dabadca60d0ab36bc369f292a26,Arthropoda,Hexanauplia,Acartia_tonsa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,093887d8dbb29e134897c7ba18bad7b8,undef_undef_Eukaryota,Phaeophyceae,Nereocystis_luetkeana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,09dbb55e7574c00786a4f82df794a8a1,Annelida,Polychaeta,Eupolymnia_heterobranchia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0a257f6bb7ec664a17ebdb3c82232717,Arthropoda,Hexanauplia,Temora_longicornis,1,0,0,0,0,0,0,14,0,400,0,0,0,0,0,0,874,111,0,0,0,0,20,0,580,410,278,0,826,1976,0,0,0,0,0,0,98,411,559,0,0,0,0,0,275,0,0,0
36,0a3738b825d81ce262ef721ff4554184,Mollusca,Gastropoda,Lacuna_vincta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
37,0a5e1b8f290f264f70dcfca36b8b0021,Annelida,Polychaeta,Pseudopolydora_paucibranchiata,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0a7942ca4befa771dd094ab2c6288a95,Bacillariophyta,Bacillariophyceae,Cylindrotheca_closterium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0aaecbd8a552b2122a1bfbe8babe19c4,Arthropoda,Hexanauplia,Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0ac2d62b8644d36ab416faf348d2cf32,undef_undef_Eukaryota,Phaeophyceae,Myriotrichia_claviformis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1348,289,177,0,0,0,0,0
41,0afb0031a23ad400af1a1a997e963aaa,Cnidaria,Hydrozoa,Obelia_longissima,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,40,0,0,0
42,0bf73ff10b09f3d634922a16dc0a1786,Annelida,Polychaeta,Pseudopolydora_paucibranchiata,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0c11abb10ca8c4ca6a9466f89d510f2e,Ascomycota,Dothideomycetes,Cladosporium_tenuissimum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
44,0c3280e9619f9bb29c12d70f6b5eaedd,Annelida,Polychaeta,Ninoe_nigripes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,55,0,0,0,0,0
45,0d08491772685553faedc348a2d62a58,Chordata,Actinopteri,Microgadus_tomcod,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,61,33,17,0,0,11,0,0,0,0,0,0,43,74,60,0,0,0,0,0
46,0d0e511d93b3503f047e2ea712575a4e,Arthropoda,Hexanauplia,Calanus_pacificus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0d20742ab148c2072ed0ac6afc930221,Mollusca,Gastropoda,Hermissenda_crassicornis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0d7a249e981a92e86b1e78f85457cdc8,Arthropoda,Malacostraca,Carcinus_maenas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,11,12,0,0,0,0,0,0,24,0,0,0,0,0,0,0
49,0d90fd999a73a0855900a910abf28f9f,Annelida,Polychaeta,Marenzelleria_viridis,1,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0d93318fad90cf6cd5aba8fa736bbb7e,Annelida,Polychaeta,Pectinaria_californiensis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0e5ae30e29fd5bd219aed7f3038d16d2,Arthropoda,Hexanauplia,Eurytemora_herdmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
52,0e641a67854cd5bdad1a71f23e7e9efb,Mollusca,Bivalvia,Ostrea_lurida,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0e727b24df6cd71faba6fd9f4a8834e4,Annelida,Polychaeta,Armandia_brevis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0e97f01a3944b63dfc6b369e5ea66f2b,Cnidaria,Hydrozoa,Sarsia_tubulosa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,40,99,0,0,0,0,0
55,0ee84e9c172e0a26590fa5fb27b5e255,Nemertea,Enopla,Tetrastemma_candidum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0
56,0eed98d48637e3069a7e23d093fb5e43,Bacillariophyta,Bacillariophyceae,Cylindrotheca_closterium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0fda47f611aa622a9dca4fb588d5fe16,undef_undef_Eukaryota,Dictyochophyceae,Pseudochattonella_farcimen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,10889ec4ca6431e66c650096c3491ca3,Mollusca,Bivalvia,Saxidomus_gigantea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,10e4fde2aa5ec93ba72004f505093681,undef_undef_Eukaryota,Dinophyceae,Heterocapsa_rotundata,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,110805e4b26f81c8d898629bdc6d1993,Chordata,Actinopteri,Myoxocephalus_aenaeas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,14,31,0,0,0,0,0,0
61,11555566164f3b3ba970bbea7e97a9fd,undef_undef_Eukaryota,Phaeophyceae,Acrothrix_gracilis,1,0,0,0,0,0,0,155,79,245,0,0,18,18,0,0,37,22,31,0,0,0,14,0,75,52,29,0,0,70,45,0,0,0,0,0,0,17,0,0,1101,626,760,0,0,0,0,0
62,1234c61c086995e92341d369c9f52571,Chordata,Actinopteri,Enophrys_bison,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,124c1d561ca9ab0d7955c27e3626cf85,Annelida,Polychaeta,Polygordius_jouinae,1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,125e365bc9af9c2546aea1a7f44eabf2,Arthropoda,Insecta,Chironomus_salinarius,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,127c295569847f5f6cb852921628addf,undef_undef_Eukaryota,Phaeophyceae,Petalonia_tenella,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
66,1299efb1f2448cbe772c9ab21afc04f7,Arthropoda,Arachnida,Halacarellus_balticus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,18,0,0,0,0,0
67,12c7d1d2bf575a046f42faed82f5ca83,Arthropoda,Hexanauplia,Calanus_pacificus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,131962a13f46b483aeb1524e14a99b09,Arthropoda,Hexanauplia,Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,13504b1c1d30b10fcf7ba893ad6b40e6,Mollusca,Bivalvia,Turtonia_minuta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
70,1354aeed8d6defad55a782af0caff0ba,Chordata,Actinopteri,Anguilla_rostrata,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,14,0,0,0,0,0,0,0
71,13b00e017f981b24954cdc15e88a9f49,Rotifera,Eurotatoria,Synchaeta_vorax,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,140cdf17b6f4a43b1547f1b1fee85d41,Annelida,Polychaeta,Pseudopolydora_bassarginensis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,14792351f8b969fadcc0853e3f97a5fa,Annelida,Polychaeta,Dodecaceria_concharum,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,14e93b58f0718aa32b4fe54b491fb2cb,Chordata,Actinopteri,Porichthys_notatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,14fa983ed39c518174b7b4dd275e0fa1,Arthropoda,Hexanauplia,Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1506a5226aca242d99cf04f4ad94bb93,Annelida,Polychaeta,Arenicola_marina,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
77,154ebaa0ecf259fe7124f6885c3c3501,Mollusca,Bivalvia,Ruditapes_philippinarum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
78,160789490229c8971644b6551364c0ea,Mollusca,Gastropoda,Doto_coronata,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,168efaf86cd77ddebdd3daae4273f1a5,Cnidaria,Hydrozoa,Dynamena_pumila,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0
80,16ab6bcf64c88ffee7dfd5ee825efd92,Arthropoda,Hexanauplia,Calanus_pacificus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,16f076440956b911fc70ad559aa05601,Bacillariophyta,Fragilariophyceae,Thalassionema_nitzschioides,1,0,0,0,0,0,0,33,0,22,0,51,40,31,0,0,118,82,22,0,191,0,28,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0
82,174024c20a9c7dc46d38509e0ed277d3,Chordata,Mammalia,Homo_sapiens,1,0,0,22,0,0,0,0,0,0,72,0,45,0,22,38,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,10,25,0,0,70,12,0,0,0,599
83,176865ca37257c1522363db662913319,Annelida,Polychaeta,Polydora_cornuta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,17c314347c594703afe94b620c428b81,Mollusca,Gastropoda,Lottia_paradigitalis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,17ebf075758237e69234dc6e523dbff5,Mollusca,Gastropoda,Melampus_bidentatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1800d33a08f139b7abf08269064d56e5,Arthropoda,Hexanauplia,Eurytemora_herdmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1802c02276d61c8b993880d8aad71d57,Nemertea,Pilidiophora,Maculaura_oregonensis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,184d2508a47682e327339f5b7cb86cf6,Arthropoda,Hexanauplia,Acartia_longiremis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2618,0,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,875,0,0,0
89,184ef1777b733b1dd3c4f1e9834032d9,Annelida,Polychaeta,Pseudopolydora_paucibranchiata,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
